,patent_id,date,abstract,title,cpc_list
285,7792273,2010-09-07,"The call center processing system disclosed enhances the capabilities of traditional call centers. In particular, the processing system allows a call center to receive, aggregate, and index many different types of media obtained from a wide variety of sources and that relate to many different types of incidents. Thus, for example, the processing system provides a third party with the option of submitting call phone camera pictures, audio input, video camera footage, and other types of media when reporting an incident to the call center. The call center may be an emergency number (e.g., 911) call center, a service center (e.g., for a home appliance), a news reporting call center, or any other type of interactive information exchange.",Remote media call center,['H04M3']
286,7792274,2010-09-07,"Techniques for performing queuing and distribution functionality are provided. In an embodiment involving a multi-media call center, an item to be handled by an agent is received at a database server. The item may be a media item, which is a request for communication over any medium supported by a multi-media call center. The item may be stored in an item queue in a database. A number of agents may be registered with the database server to handle any items in which the agent is eligible. Eligible agent data that indicates which agents are eligible to handle the item is stored, in association with the item, in a repository managed by the database server. A selection is made, based at least in part on the eligible agent data, of which agent is to handle the item. The item may thereafter be moved to a matched item queue.",Techniques for performing multi-media call center functionality in a database management system,['H04M3']
287,7827290,2010-11-02,"A method is provided for creating a portable history data record for a customer by integrating Web cookie data and telephone history data. The method includes the acts (a) retrieving and interpreting the Web cookie data, (b) retrieving and interpreting the telephone history data, (c) combining the data sets into a single data record eliminating redundant data, (d) formatting the data record for human or for machine interpretation, and (e) presenting the formatted data record to a point of service during or just ahead of an associated interaction event.",Method for integrating client WEB history and call center history into a single interaction history accessible in real time,['G06F16']
288,7830792,2010-11-09,"The invention provides a call center communication system to handle calls to a call center by obtaining absolute address for a call center resource from a call center resource processor prior to directing the call to the call center resource. The invention includes a first communication system that receives and processes the initial signal to select a call center resource processor and generates and transmits an address query for the call center resource processor. After receiving an address response including an absolute address for the call, the first communication system processes the address response to generate route information to cause a second communication system to route the call to a call center resource in call packets containing the absolute address. The first communication system transmits the route information including the absolute address for the second communication system. After receiving the call through the first communication system, the second communication system routes the call packets including the absolute address for the call center resource. At the call center resource, no translation of the call is needed to direct the call to the call's final destination. Therefore, complex routing equipment at the call center resource can be eliminated. Because the absolute address is identified at the call center resource processor, the invention may also transmit service data over the same communications equipment as the call from the network element system to the call center resource. Separate communications equipment at the call center resource for service data can be eliminated.",Call center communications system for handling calls to a call center,"['H04Q3', 'H04M3', 'H04Q2213']"
289,7844045,2010-11-30,"A call routing and supervising system includes an input receiving customer speech from a remote location, and a voice characteristics extractor extracting voice characteristics from the customer speech, such as language/dialect/accent, age group, gender, and eigendimension coordinates. A customer service representative selector selects one or more customer service representatives based on profiles of the customer service representatives respective of customers having voice characteristics similar to the extracted voice characteristics. In other aspects, a call monitor automatically analyzes dialogue between the customer and the customer service representative, such as detected interruptions, tracked dialogue turns, and recognized key phrases indicating frustration, polity, and/or resolution characteristics of dialogue. The call monitor records performance of the customer service representative respective of customers having the voice characteristics. Automatic call rerouting and/or real-time instruction of call center personnel can also be accomplished based on analysis results.",Intelligent call routing and call supervision method for call centers,"['H04M3', 'H04M2203']"
290,7844246,2010-11-30,The invention provides a method and system for communicating between a telematics call center and a telematics unit. A service communication is initiated from a telematics unit to a telematics call center responsive to user input. A text-based acknowledgment is received at the telematics unit from the call center in response to the initiation. A communication mode is established based on communication preference data in response to the acknowledgement. The method and system further comprises providing the communication preference data to the call center. A computer usable medium with suitable computer program code is employed for communicating between a telematics call center and a telematics unit.,Method and system for communications between a telematics call center and a telematics unit,"['H04M3', 'H04M2201', 'H04M1', 'H04M2250']"
291,7853006,2010-12-14,"Systems and methods for visualization of call center performance are provided. An exemplary method includes the steps of: obtaining quality performance of agents data that includes information on the quality of service and quality characteristics of the agent, obtaining call center operations data that includes information on statistics and details of a call center, correlating the quality performance of agents data and the call center operations data, identifying correlation-based discovery, and optimizing call center performance based on the correlation-based discovery.",Systems and methods for scheduling call center agents using quality data and correlation-based discovery,"['H04M3', 'H04M2201', 'H04M2203']"
292,7864944,2011-01-04,"A system and method for handling a call from a caller to a call center includes an automatic call distributor (ACD) to receive the call and to route the call to an agent. A module operates to compute a rate of speech of the caller, and a display graphically displays the rate of speech of the caller to the agent during the call session. It is emphasized that this abstract is provided to comply with the rules requiring an abstract that will allow a searcher or other reader to quickly ascertain the subject matter of the technical disclosure. It is submitted with the understanding that it will not be used to interpret or limit the scope or meaning of the claims. 37 CFR 1.72(b).",Optimal call speed for call center agents,"['H04M3', 'H04M2203']"
293,7864946,2011-01-04,"Systems and methods for scheduling call center agents are provided. An exemplary system for scheduling call center agents includes an agent computing device that is capable of obtaining quality scores of agents. The quality score is a measurement of quality that the agents provide to a call center. The Agent computing device is capable of transmitting the quality scores of agents over a network. The system further includes a manager computing device that is capable of: receiving the quality scores of agents over the network, receiving a scheduled interval, receiving a quality goal for the scheduled interval, the quality goal being a desired measurement of quality that the agents collectively provide to the call center, determining a quality goal for the scheduled interval based on the received quality scores of agents, and determining a schedule for the agents based on the quality goal, the quality goal score, and the scheduled interval.",Systems and methods for scheduling call center agents using quality data and correlation-based discovery,"['H04M3', 'H04M2203']"
294,7881453,2011-02-01,"A call-handling system and its method of operation are disclosed. The call-handling system comprises a communication system and a call center. The communication system receives a call, and in response, transfers a query. The call center receives and processes the query to select a packet address of a call center resource at the call center. The call center transfers a response indicating the selected packet address of the call center resource. The communication system receives the response indicating the selected packet address of the call center resource and transfers the call to the call center in voice packets having the selected packet address of the call center resource. The call center receives the voice packets having the selected packet address of the call center resource and routes the voice packets to the call center resource based on the selected packet address.",Call processing system and service control point for handling calls to a call center,"['H04M2207', 'H04M7', 'H04M3', 'H04Q2213', 'H04Q3']"
295,7885391,2011-02-08,"A system and method for call center dialog management is disclosed. The method discloses: presenting a contact with a first call center dialog segment having a current call center dialog property; receiving from the contact a contact dialog segment; identifying a dialog property keyword within the contact dialog segment; replacing the current call center dialog property with a new call center dialog property in response to the dialog property keyword; and presenting a second call center dialog segment having the new call center dialog property to the contact. The system of the present invention, discloses means for implementing the method.",System and method for call center dialog management,"['H04M3', 'H04M2203']"
296,7889859,2011-02-15,"A system for call processing is disclosed that includes voice recognition enabled activity code support. The system operates routes a received call to an agent, based on dialed number, other caller provided information, and/or load balancing across agents. The call is then handled by the agent as appropriate. After the call is ended, the system allows the agent to describe the call using voice commands or phrases that result in one or more associated activity codes being electronically recorded in association with the call. The stored activity codes can then be used as the basis for various types of high level functions, such as report generation, customer billing, etc. Voice commands are also recognized relating to agent status. Such agent status commands may, for example, include commands indicating changes in agent status, such as when an agent logs off the system, or when the agent becomes temporarily unavailable to take calls.",Voice recognition for servicing calls by a call center agent,"['H04M3', 'H04M2201', 'H04M2203']"
297,7933398,2011-04-26,"A method and system for bridging a call in a network as well as a bridged call are provided. A call is received via a network. The call is connected to a first destination. The call is then directed from the first destination to a second destination. Intermediate connection links connecting the network, the first destination, and the second destination are associated with a dialed number identification service (DNIS) label associated with the call. The call is selectively bridged from the network to the second destination via a virtual network by: analyzing the DNIS label associated with each intermediate communication link; determining that the analyzed DNIS labels identify the intermediate links as part of the same call flow; establishing a direct connection between the network and the second destination via the virtual network; and terminating at least one of the intermediate communication links.",System and method for call bridging in a call center using a virtual private network,"['Y10S370', 'H04M3']"
298,7940914,2011-05-10,"A system, method and article of manufacture are provided for detecting emotion using statistics. First, a database is provided. The database has statistics including human associations of voice parameters with emotions. Next, a voice signal is received. At least one feature is extracted from the voice signal. Then the extracted voice feature is compared to the voice parameters in the database. An emotion is selected from the database based on the comparison of the extracted voice feature to the voice parameters and is then output.",Detecting emotion in voice signals in a call center,['G10L17']
299,7949122,2011-05-24,"A method, apparatus and computer program product for determining wait treatment for a customer in a call center is presented. Information relating to a customer in a communication session with the call center is recorded. The information relating to a customer in a communication session with the call center is then evaluated. From the evaluation the type of wait treatment to use for the customer is determined and is provided to the customer.",Method and apparatus for determining wait treatment of a customer in a call center,"['H04M3', 'H04M2203']"
300,7953217,2011-05-31,"A system and method for providing a call back option to a customer of a call center. According to one embodiment, the system includes a telecommunications switch and an automatic call distributor in communication with the telecommunications switch via first and second communications links. The system also includes means for providing the customer with a call back option in response to a first call from the customer, wherein the first call is routed to the automatic call distributor by the telecommunications switch over the first communications link, and means for establishing a second call between the automatic call distributor and the customer over the second communications link when the customer accepts the call back option.",System and method for providing a call back option for callers to a call center,"['H04M3', 'H04M2203']"
301,7957520,2011-06-07,"A system and method for servicing a caller at a contact center includes a plurality of call centers, each including an automatic call distributor (ACD), and an emergency response system that issues an emergency notification signal to the ACD of a call center in response to an emergency condition affecting the call center. In response, the ACD of the call center informs callers of the emergency condition, and then performs a bulk transfer of each of the active calls from the call center to one or more other call centers. It is emphasized that this abstract is provided to comply with the rules requiring an abstract that will allow a searcher or other reader to quickly ascertain the subject matter of the technical disclosure. It is submitted with the understanding that it will not be used to interpret or limit the scope or meaning of the claims. 37 CFR 1.72(b).",System and method for responding to an emergency at a call center,"['H04M3', 'H04M2242']"
302,7995710,2011-08-09,"A call center system used for receiving incoming calls in accordance with the present information has a plurality of terminals, an incoming-call control apparatus and an exchange. Each of the terminals is accommodated by the exchange and includes a display unit as well as a telephone unit; an audio recording & playback unit for recording voices of a conversation between an operator operating the terminal and a caller making an call in a conversation-voice recording file and for playing back voices from the conversation-voice recording file and a response-information-creating unit for creating a response to an incoming call. Further each of the terminals includes a halfway-saving & saving unit for saving a halfway response being created in a halfway-response recording file and for saving a completed response in a response recording file; a saved-halfway-response-reading unit for reading out the halfway response from the halfway-response recording file; a saved-halfway-response-display unit for displaying a halfway response stored in the halfway-response recording file read out by the saved-halfway-response-reading unit on the display unit; and a status-notifying unit for reporting status of being able or unable to receive an incoming call to the incoming-call control apparatus.",Telephone-receiving call center system,['H04M3']
303,8005814,2011-08-23,"The invention provides user configurable and reconfigurable scripting, methods of scripting, and systems for scripting for use by call centers, technical support centers, and marketers. Scripts are interactive tools that guide a telemarketer, a sales person, or a technical support technician through a telephone call with a customer. Scripts are characterized by going on to particular subsequent questions as a function of the customer's answer to a previous question.",System and method for smart scripting call centers and configuration thereof,"['Y10S707', 'H04M3', 'H04M2203', 'G06Q30']"
304,8009821,2011-08-30,"An exemplary method of integrating existing physical stores in call center operations comprises registering a plurality of physical stores each having at least one phone line, obtaining availability information of one or more phone lines of a registered store, determining a phone line to route a call for the registered store based on call center routing rules, and routing the call to the determined phone line.",Stores as call center resources,['H04M3']
305,8019074,2011-09-13,"Systems, methods, and computer-readable media for tracking, reconciling, and reporting on data representing Dual Tone Multi-Frequency (DTMF) tones and voice signals communicated between call center and users during interactions therebetween. The system may include a data store adapted to store the DTMF data and a text corresponding to the voice data; a transcription process receiving data representing the voice signal and converting it into corresponding text; a report generation process obtaining the DTMF data and the text, transmitting a report containing the same to a client, and updating the date store accordingly; and a reconciliation process receiving data enabling reconciliation of data as tracked by the call center and as tracked by an entity other than the call center. The transcription process may operate as a third-party or an in-house entity relative to the at least one call center.","Systems, methods, and computer-readable medium for tracking, reconciling, and reporting on DTMF data and voice data communicated between call centers and users","['H04M3', 'H04M2201', 'G10L15']"
306,8019636,2011-09-13,"Under the present invention, a call center study is planned and managed. Specifically, a call center study is first designed based on specific parameters such as customer segments, products, call types and population size. Thereafter, target values and assumed resource values are provided so that a target sample size and a required resources value can be computed. The call center study can then be planned based on the target sample size and required resources. As the study is being performed, calls will be tracked and monitored so that actual sample sizes can be determined. These values will be used to compute actual accuracy levels for the study, which will be compared to a previously provided target accuracy level. Based on this comparison, it can be decided whether the study should be terminated or continued.","Method, system and program product for planning and managing a call center study","['G06Q30', 'G06Q10', 'G06Q99']"
307,8019876,2011-09-13,"Coordination of information at the network-based level between call centers connectable over a telecommunications network, such as the telephone network, and a packet network, such as the Internet, creates improved integration of and bonding between a customer's interaction with a Web site and with a call center. Information about the customer and the customer's Web interaction are delivered to the call center agent along with the call, leading to increased productivity and efficiency in call handling as well as improved call routing. Calls may be routed to existing call centers based upon information from the Web experience, and information from the user's Web interaction is shared with the call center. Web interaction information is passed to existing call centers using known call center external control methods, such as DNIS signaling. Information about the Web experience may also be “whispered” to the call center agent, and an agent may “push” Web pages for review by the customer. As a result, customer acquisition and sales tools more powerful than a mere click-to-callback tool can be made available with a combined marketing approach using the Web and call centers.",Correlating information between internet and call center environments,"['H04M2207', 'H04L67', 'H04M7', 'H04L29', 'H04M3', 'H04Q2213', 'G06Q30']"
308,8036370,2011-10-11,Contact centers typically have an entry process to receive incoming contacts and distribute those appropriately amongst agents associated with the contact center. This entry process is often complex and time consuming. This invention allows users of the contact centre to reach a particular agent without undergoing the entry process. This is achieved without compromising security or giving away details about the agents.,Directly contactable call center agents,"['H04M3', 'H04M2203', 'H04M7']"
309,8036371,2011-10-11,"In a call center, a plurality of agents comprises at least a first group associated with a first skill and a second group associated with a second skill. The second group may have a substantially larger number of agents than the first group, and accordingly the first and second groups may be referred to as small and large groups, respectively, and the first and second skills may be referred to as small and large skills, respectively. In one embodiment, if a service level target for the small skill is being met, and a number of available agents in the small group exceeds a specified minimum available agent requirement, at least one of the available agents in the small group is selected and designated as eligible for handling a communication involving the large skill, without assigning that agent to the large group or removing that agent from the small group.",Utilizing small group call center agents to improve productivity without impacting service level targets,['G06Q10']
310,8036682,2011-10-11,"A call center allows a customer to select the type of callback service which the customer wishes the call center to utilize when placing a call back to the customer. The call center then tests for the presence of a device specified by the customer. When the presence of the device is detected on an Internet/network, the call center will place a call to the customer via a device specified by the customer. Also, a call center allows a user to select the type of callback service which the customer wishes to use for a later communication with the call center. When the call center has the capability of providing the selected type of callback service, the call center indicates this capability by publishing a service presence. A customer device detects the published service presence and alerts the customer who establishes communication with the callback center.",Apparatus and method for call center call-back,"['H04M3', 'H04M2207']"
311,8041023,2011-10-18,A system and method of using voice to access information in a call center is disclosed. Providing a voice response server to handle requests from local and remote administrators allows a call center to be managed even when administrators are physically distant from the call center. The voice response server may adhere to VoiceXML to process requests for call center information from administrators.,System and method of using a phone to access information in a call center,"['H04M3', 'H04M2201', 'H04M2203']"
312,8045490,2011-10-25,"An internet telephony system (ITS) comprising a browser display having a hyperlink, communicating with a server, retrieving a user's preferences, and initiating a voice communication with the user, through a communications channel defined by the user preferences. An ITS comprising a client system having an Internet browser, and a server hosting a Web site, wherein a message is transmitted from the server to the client system based on the user's status with respect to Web site, the user seeking to establish a voice communication session. A telephony server, comprising an application program communicating directly with telephony hardware, and an application programming interface, wherein the application program includes a call function to an external program. An ITS, comprising a browser display having a hyperlink, the hyperlink communicating with a server, retrieving a user-related data, and initiating a voice communication with the user, wherein the user is charged for the communication.",Voice over internet call center integration,"['Y10S379', 'H04L67', 'H04M7', 'H04M3', 'G06Q30']"
313,8045696,2011-10-25,"A method, apparatus and computer program product for determining customer routing in a call center is presented. Information relating to a customer in a communication session with the call center is recorded. The information relating to the customer in a communication session with the call center is evaluated and a determination made whether to transfer the customer to a generalist. The customer is transferred to a generalist when a result of the determining is that the customer should be transferred to a generalist and the customer is not transferred to a generalist and when the result of the determining is that the customer should not be transferred to a generalist.",Method and apparatus for determining customer routing in a call center,"['H04M3', 'H04M2203']"
314,8045697,2011-10-25,"A method and apparatus for interfacing a customer with a call center allows information obtained from a Radio Frequency Identification (RFID) tag to be transmitted to the call center to provide additional information about the customer and allow the session to be routed within the call center more accurately. The call center may be accessed by telephone, computer, or via another type of customer premises equipment over a voice or data network. The RFID tag may be an identification tag provided to the customer for access to the call center or may be a tag associated with the customer and not specific to the call center. The call center may route calls based on routing information contained in the RFID tag information, customer identity and previous sessions with that customer, personal and demographic information and statistical support records for other sessions involving customers with similar personal and demographic information, and according to agent statistical support records.",Method and apparatus for interfacing a customer with a call center,"['G06Q20', 'H04M2203', 'H04M2242', 'H04M3']"
315,8050673,2011-11-01,"A system and method for making vehicle originated calls to a telematics service provider or other call center. The method includes identifying a call type associated with a desired wireless communication of speech or data to the call center, and then carrying out one of a number of different call connection processes depending on the call type. For voice channel cellular connections, an in-band modem cellular connection is preferably established in most instances using a connection retry strategy that includes primary, secondary, and possibly tertiary connection attempts. The system and method can be carried out in connection with various cellular system technologies, but is especially suited for use with GSM systems.",Primary connection strategy for vehicle originated cellular communication to a call center,"['H04W88', 'H04W76', 'H04M1', 'H04M2250']"
316,8051086,2011-11-01,"Some general aspects of the invention relate to systems and methods of processing data, for example, to improve customer interactions. One aspect, in particular, relates to a computer-implemented method that includes accepting user input for analysis of a database having media data and metadata. The media data includes a group of audio recordings and the metadata includes descriptive information of the group of audio recordings. A representation of a set of call series is formed based on user input, and processed to generate an analysis report. A visual representation of the analysis report is formed for presentation to a user.",Enhancing call center performance,"['Y10S707', 'G06Q30']"
317,8068595,2011-11-29,"A multi-modal call is accepted from a caller through a telephony interface, which accommodates multi-modal calls including at least one of verbal speech and text messaging. Incoming speech in the multi-modal call is converted into transcribed text. Incoming text messaging is matched with the transcribed text. The multi-modal call is automatically assigned through a session manager to a session under operation of a live agent. The transcribed text and incoming text messaging are progressively processed during the session through an agent application by performing a customer support scenario interactively monitored and controlled by the live agent.",System and method for providing a multi-modal communications infrastructure for automated call center operation,"['G10L15', 'H04M2201', 'H04M3', 'H04M2203', 'G10L13', 'H04W4']"
318,8068603,2011-11-29,"A method, program product and system for retrieving customer data in a call center environment, includes completing a connection between a customer and a call agent. It also includes searching a database for a customer account or a business agreement based on information provided by the customer to the call agent. It further includes searching the database optionally for a premises that is either dependent of the customer account or business agreement or that is independent of the customer account or business agreement. It still further includes determining a contract corresponding to the premises and the customer account or business agreement. It also includes a search process that is completely flexible regarding search criteria and sequence. It finally includes dealing with the customer to resolve an issue related to the contract.",Focused retrieval of selected data in a call center environment,"['H04M3', 'G06Q40', 'G06Q10']"
319,8085910,2011-12-27,"Methods and systems are provided for call center screening that enable a network service provider to dynamically control service request traffic directed to selected service centers. An Advanced Intelligent Network (AIN) service is configured to intercept calls originating from calling parties and directed to trigger numbers designated for processing predetermined service requests. Depending upon the trigger number, the AIN may play an announcement asking a calling party to designate the service requested. Following a calling party's valid response, a second announcement is played asking the calling party to select the type of service associated with the first response. Depending upon the calling party's responses and calling party's location, the AIN may route the call to selected service centers, in order to control the traffic to overloaded service centers.",Method and system for call center screening,"['H04Q3', 'H04M3', 'H04Q2213']"
320,8102993,2012-01-24,"A method for routing a network call includes receiving a network call routing request from a requesting sub call center; determining a destination sub call center based on traffic distribution proportions for a network call service, in which the network call service corresponds to the received network call routing request, or determining a destination sub call center based on service capacity parameters of multiple sub call centers corresponding to the network call service, and forwarding the network call routing request to the determined destination sub call center for a call process. A network call center is also disclosed that includes multiple sub call centers and a Network Intelligent Routing Center (NIRC), in which the NIRC is used for receiving a network call routing request, determining the destination sub call and forwarding the received network call routing request to the determined destination sub call center.",Method for routing network call and network call center,"['H04Q3', 'H04M3', 'H04Q2213']"
321,8107611,2012-01-31,"The subject matter described herein includes methods, systems, and computer readable media for automatically displaying customized call center operating statistics based on user profile information. According to one aspect, a method for automatically displaying customized call center operating statistics based on user profile information is provided. The method includes receiving user profile information associated with a user, wherein the user profile information uniquely identifies the user seeking access to customized call center operating statistics. Customized call center operating statistics to be displayed are automatically determined based on the user profile information. The customized call center operating statistics are then displayed to the user.","Methods, systems, and computer readable media for automatically displaying customized call center operating statistics based on user profile information","['H04M3', 'H04M2201']"
322,8107613,2012-01-31,"A call center processes calls in such a way that a caller's matter is first handled by a first agent and is subsequently handled by a second agent. The call center creates a voice recording of at least part of that portion of the caller's matter handled by the first agent. Subsequently, the second agent is given an opportunity to play back the voice recording prior to the second agent handling the caller's matter. In this way, the caller is not required to repeat the same information to both the first and second agents.",Context recovery for call center agents,['H04M3']
323,8121281,2012-02-21,"Provided is a method for operating a server computer to provide an interactive application to enable a plurality of client-specific protocols for a remote call center, the remote call center configured to receive a plurality of calls for a plurality of clients. The method includes linearly administering a plurality of states defined in a process map of client-specific protocols for a plurality of call types expected to be received for each client; displaying the process map at the remote call center via a graphical user interface; and enabling a client to remotely alter the process map over an internet connection in near real-time.",Interactive process map for a remote call center,"['H04M3', 'H04M2201']"
324,8126136,2012-02-28,"According to one embodiment of the invention, a method for processing a call in a call center includes monitoring a characteristic of at least a portion of the call, comparing the characteristic to a threshold for the characteristic, and generating a signal indicative of a potential problem call based on the comparison.",Method and system for automatic supervisor intervention in problematic calls in a call center,"['H04M3', 'H04M2201', 'G10L15', 'G10L25']"
325,8130937,2012-03-06,"A speech recognition engine monitors live call center calls between live callers and live operators and detects that certain key words are spoken. The detected key words can then be used as a basis to identify issues that are raised in the call, so as to facilitate (i) generation of statistical reports regarding call center call issues and (ii) real-time assistance of the call center operator, such as directing the call center operator to ask certain questions or take certain other actions.",Use of speech recognition engine to track and manage live call center calls,"['H04M3', 'H04M2203', 'H04M2250']"
326,8145225,2012-03-27,"A system and method for making vehicle originated calls to a telematics service provider or other call center. The method includes identifying a call type associated with a desired wireless communication of speech or data to the call center, and then carrying out one of a number of different call connection processes depending on the call type. For voice channel cellular connections, an in-band modem cellular connection is preferably established in most instances using a connection retry strategy that includes primary, secondary, and possibly tertiary connection attempts. The system and method can be carried out in connection with various cellular system technologies, but is especially suited for use with GSM systems.",Vehicle originated cellular communication to a call center,"['H04M2250', 'H04W88', 'H04M1', 'H04W76']"
327,8150011,2012-04-03,"An apparatus, method, system, and computer program product are provided for producing a geographical mapping of the status, activity, security, work-force, and other information of call centers. The systems and methods may receive call center data and call data, generate a geographical data, and display at least a portion of the geographical data.","Apparatus, method, and computer program product for geographic call center status and security","['H04M3', 'H04M2201']"
328,8150021,2012-04-03,"System for enhancing existing quality monitoring tools for monitoring and guiding agent performance within call centers, each of which provided with a plurality of agent terminals, a plurality of agent audio interfaces, and a plurality of software applications. The proposed system comprises a module for quality evaluation of agents skills and/or of compliance with business processes; a database for storing the results of the evaluation module, in the form of a plurality of profiles of performance; a Call Analysis System (CAS) connected to the database and with the software applications, for retrieving the profile of performance associated with an agent and for generating and transmitting a visual or textual or audio input regarding corrective and/or preventive action(s) required during the current interaction, to an agent terminal, based on the performance profile, and/or on acquired real-time call-based information, as defined by predetermined criteria.",Proactive system and method for monitoring and guidance of call center agent,['H04M3']
329,8150363,2012-04-03,"An emergency call (e.g., a 911 call, an alarm company call) forwarded by a telematics call center is routed over the switched PSTN to a Voice Over Internet Protocol (VoIP) call server, where the switched call is converted to a session initiating protocol (SIP) packetized IP call for presentation to an emergency services gateway, which reconverts the call to TDM and connects to a selective router via dedicated circuits, gaining full access to the Enhanced 911 network. This provides a PSAP receiving a call from a telematics call center or other call center with all features available in an Enhanced 911 network, e.g., callback number of the 911 caller, and location of the 911 caller. Location of the caller is provided using a VoIP positioning center (VPC).",Enhanced E911 network access for call centers,"['H04L65', 'H04M7', 'H04W76', 'H04M2242', 'H04M3', 'H04W4']"
330,8150364,2012-04-03,"A switched emergency call (e.g., a 911 call, an alarm company call) forwarded by a telematics call center is converted into a session initiation protocol (SIP) packetized phone call at the call center, and routed over an IP network, for presentation to an emergency services gateway, which connects to a selective router via dedicated circuits, gaining full access to the Enhanced 911 network. This provides a PSAP receiving a call from a telematics call center or other call center with all features available in an Enhanced 911 network, e.g., callback number of the 911 caller, and location of the 911 caller. Location of the caller is provided using a VoIP positioning center (VPC), queried from the call center. In this way, the switched emergency call is converted into a SIP packetized phone call and routed without further passage through the public switched telephone network (PSTN).",Enhanced E911 network access for a call center using session initiation protocol (SIP) messaging,"['H04L65', 'H04M7', 'H04M3', 'H04M2242', 'H04M11', 'G01S19', 'H04W4']"
331,8165281,2012-04-24,"A system and method of processing a call at a call center is provided. In a particular embodiment, the method includes receiving the call at the call center, receiving an indication element associated with a call center transaction, retrieving call center transaction data based on the indication element, and generating a sequence of pre-populated call center agent terminal transaction processing screens based on at least a portion of the call center transaction data. In a particular embodiment, a set of prioritized transactions based on likelihood of matching a customer request is disclosed.",Method and system for mapping caller information to call center agent transactions,"['H04M3', 'H04M2201', 'H04M2203']"
332,8165560,2012-04-24,"Described are techniques for transmitting information from a calling device to an emergency call center upon the initiation of a call to the emergency call center. The techniques may involve the automatic transmission of data, such as image data captured with a camera, biological information, or a profile about a person. In one embodiment, an individual's profile includes data to access medical information stored by a server, such as data to access the medical information over data access restriction functions of the server. In other embodiments, the user may select a profile to transmit from plural profiles, or not to send a profile.",System and method for providing data to an emergency call center,"['H04M11', 'H04M3', 'G08B25', 'H04M2242']"
333,8170196,2012-05-01,"A method, software and system of developing personalities for interactive and/or automated call center applications are provided. According to teachings of the present invention, sample population questionnaires and interviews may be used to identify key personality traits. The impact of the identified key personality traits are then empirically determined. Based on the empirical determination of the key personality traits' impact on customer satisfaction, a plurality of personality profiles may be generated for evaluation. A plurality of application types and voice talents may then be employed to evaluate the impact of each personality profile on customer satisfaction, for different user populations and different types of automated systems. The personality traits for each automated system are preferably rated and reviewed to ensure a system accurately represents the identified key personality traits. The various voice talents may also be evaluated to identify those traits best at conveying a desired personality.",Developing interactive call center agent personas,"['H04M3', 'G06Q40', 'G06Q10', 'G06Q30']"
334,8170197,2012-05-01,A system and method for providing a message-based communications infrastructure for automated call center post-call processing is described. Verbal speech utterances in a stream of recorded user messages are identified. The recorded user messages are parsed from a call with a user into a call center. The stream of recorded user messages are stored into a database maintained by the call center. The call is processed through an agent. One or more of the user messages is presented to the agent. Commands on the user messages are executed responsive to the agent.,System and method for providing automated call center post-call processing,"['H04M3', 'H04M2201', 'H04M2203', 'G10L13']"
335,8179882,2012-05-15,"An internet telephony system (ITS) comprising a browser display having a hyperlink, communicating with a server, retrieving a user's preferences, and initiating a voice communication with the user, through a communications channel defined by the user preferences. An ITS comprising a client system having an Internet browser, and a server hosting a Web site, wherein a message is transmitted from the server to the client system based on the user's status with respect to Web site, the user seeking to establish a voice communication session. A telephony server, comprising an application program communicating directly with telephony hardware, and an application programming interface, wherein the application program includes a call function to an external program. An ITS, comprising a browser display having a hyperlink, the hyperlink communicating with a server, retrieving a user-related data, and initiating a voice communication with the user, wherein the user is charged for the communication.",Voice over internet call center integration,"['Y10S379', 'H04L67', 'H04M7', 'H04M3', 'G06Q30']"
